competition_name,season_name,competition_short,tournament_id,team,player,position,position_x,position_y,starts,jersey_number,position_order,position_group,general_role,offensive_role,defensive_role,importance_score,importance_tier,strengths,weaknesses,best_role_fits,best_role_fit_scores,role_adjusted_importance_score,xi_number,xi_label,xi_role_label,starts_share
African Cup of Nations,2023,AFCON,AFCON_2023,Mali,Kamory Doumbia,Center Attacking Midfield,78.0,40.0,3,26,18,Midfielder,Box Threat,Finisher / Shot Threat,Pressing Specialist,83.08,Key Player,"['High shot volume', 'High pressing activity', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Pressing Player, Ball Winner, Box Threat","99.3, 91.4, 86.0",83.08,9,9. Kamory Doumbia | Center Attacking Midfield,Box Threat | Key Player,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mali,Adama Traoré,Right Center Forward,100.0,48.0,1,21,22,Forward,Box Threat,Finisher / Shot Threat,Balanced Defensive Role,69.73,Important Player,"['Strong xG generation', 'High shot volume', 'Strong passing accuracy']",['No clear major weakness from selected indicators'],"Box Threat, Balanced Role, Ball Winner","96.3, 73.0, 72.7",69.73,10,10. Adama Traoré | Right Center Forward,Box Threat | Important Player,33.33
African Cup of Nations,2023,AFCON,AFCON_2023,Mali,Lassine Sinayoko,Left Center Forward,100.0,32.0,2,25,24,Forward,Box Threat,Finisher / Shot Threat,Pressing Specialist,76.17,Important Player,"['Strong xG generation', 'High shot volume', 'High pressing activity']",['No clear major weakness from selected indicators'],"Pressing Player, Box Threat, Balanced Role","97.8, 88.0, 76.1",76.17,11,11. Lassine Sinayoko | Left Center Forward,Box Threat | Important Player,66.67
African Cup of Nations,2023,AFCON,AFCON_2023,Mauritania,Babacar Niasse,Goalkeeper,8.0,40.0,1,16,1,Goalkeeper,Goalkeeper,Build-Up Goalkeeper,Goal Prevention,28.73,Low Usage / Limited Impact,['Balanced goalkeeper profile'],"['Low passing accuracy', 'Low clearance activity', 'Limited shot-stopping event volume']","Tempo Controller, Ball Winner, Balanced Role","34.9, 33.4, 22.1",28.73,1,1. Babacar Niasse | Goalkeeper,Goalkeeper | Low Usage / Limited Impact,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mauritania,Ibrahima Keita,Right Back,28.0,68.0,1,20,2,Defender,Pressing Player,Balanced Offensive Role,Pressing Specialist,57.76,Rotation / Contributor,"['High pressing activity', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Pressing Player, Ball Winner, Balanced Role","97.8, 80.0, 63.9",57.76,2,2. Ibrahima Keita | Right Back,Pressing Player | Rotation / Contributor,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mauritania,Mohamed Dellahi Yali,Right Center Back,25.0,52.0,1,14,3,Defender,Box Threat,Finisher / Shot Threat,Balanced Defensive Role,44.3,Low Usage / Limited Impact,['High shot volume'],['No clear major weakness from selected indicators'],"Box Threat, Balanced Role, Ball Winner","84.7, 44.7, 42.5",44.3,3,3. Mohamed Dellahi Yali | Right Center Back,Box Threat | Low Usage / Limited Impact,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mauritania,Lamine Ba,Left Center Back,25.0,28.0,1,5,5,Defender,Balanced Role,Balanced Offensive Role,Balanced Defensive Role,27.98,Low Usage / Limited Impact,['Balanced profile without one dominant strength'],['No clear major weakness from selected indicators'],"Tempo Controller, Pressing Player, Ball Winner","36.1, 33.6, 30.7",27.98,4,4. Lamine Ba | Left Center Back,Balanced Role | Low Usage / Limited Impact,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mauritania,Khadim Diaw,Left Back,28.0,12.0,1,2,6,Defender,Pressing Player,Balanced Offensive Role,Pressing Specialist,36.47,Low Usage / Limited Impact,['High pressing activity'],['Low carry volume'],"Pressing Player, Balanced Role, Ball Winner","88.1, 38.9, 34.7",36.47,5,5. Khadim Diaw | Left Back,Pressing Player | Low Usage / Limited Impact,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mauritania,Bodda Mouhsine,Right Defensive Midfield,45.0,52.0,1,8,9,Midfielder,Box Threat,Finisher / Shot Threat,Pressing Specialist,67.04,Important Player,"['High shot volume', 'High pressing activity']",['No clear major weakness from selected indicators'],"Pressing Player, Box Threat, Balanced Role","99.9, 83.7, 70.6",67.04,6,6. Bodda Mouhsine | Right Defensive Midfield,Box Threat | Important Player,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mauritania,Omaré Gassama,Left Defensive Midfield,45.0,28.0,1,4,11,Midfielder,Pressing Player,Balanced Offensive Role,Pressing Specialist,55.49,Rotation / Contributor,"['High pressing activity', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Pressing Player, Ball Winner, Balanced Role","94.6, 83.1, 64.4",55.49,7,7. Omaré Gassama | Left Defensive Midfield,Pressing Player | Rotation / Contributor,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mauritania,Aboubakary Koita,Center Attacking Midfield,78.0,40.0,1,19,18,Midfielder,Box Threat,Finisher / Shot Threat,Pressing Specialist,56.32,Rotation / Contributor,"['Strong xG generation', 'High shot volume', 'High pressing activity']",['No clear major weakness from selected indicators'],"Box Threat, Pressing Player, Ball Winner","94.6, 86.3, 73.3",56.32,8,8. Aboubakary Koita | Center Attacking Midfield,Box Threat | Rotation / Contributor,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mauritania,Sidi Bouna Sidi Amar,Right Wing,88.0,68.0,1,23,20,Forward,Pressing Player,Balanced Offensive Role,Pressing Specialist,54.33,Rotation / Contributor,"['Strong passing accuracy', 'High pressing activity', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Pressing Player, Ball Winner, Balanced Role","94.6, 92.7, 61.6",54.33,9,9. Sidi Bouna Sidi Amar | Right Wing,Pressing Player | Rotation / Contributor,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mauritania,Idrissa Thiam,Left Wing,88.0,12.0,1,10,21,Forward,Box Threat,Finisher / Shot Threat,Pressing Specialist,66.21,Important Player,"['High shot volume', 'High pressing activity', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Box Threat, Pressing Player, Ball Winner","90.8, 88.1, 83.0",66.21,10,10. Idrissa Thiam | Left Wing,Box Threat | Important Player,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mauritania,Souleymane Anne,Center Forward,105.0,40.0,1,11,23,Forward,Box Threat,Finisher / Shot Threat,Ball Winner,60.73,Rotation / Contributor,"['High shot volume', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Box Threat, Pressing Player, Ball Winner","81.9, 75.7, 73.3",60.73,11,11. Souleymane Anne | Center Forward,Box Threat | Rotation / Contributor,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Yassine Bounou,Goalkeeper,8.0,40.0,4,1,1,Goalkeeper,Goalkeeper,Build-Up Goalkeeper,Goal Prevention,44.78,Low Usage / Limited Impact,['Active in recoveries'],"['Low clearance activity', 'Limited shot-stopping event volume']","Tempo Controller, Ball Winner, Balanced Role","57.0, 51.1, 33.9",44.78,1,1. Yassine Bounou | Goalkeeper,Goalkeeper | Low Usage / Limited Impact,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Achraf Hakimi Mouh,Right Back,28.0,68.0,4,2,2,Defender,Box Threat,Finisher / Shot Threat,Pressing Specialist,89.33,Key Player,"['Strong xG generation', 'High shot volume', 'High passing involvement', 'High carry volume', 'High pressing activity']",['No clear major weakness from selected indicators'],"Progressive Carrier, Tempo Controller, Box Threat","96.6, 88.6, 84.6",89.33,2,2. Achraf Hakimi Mouh | Right Back,Box Threat | Key Player,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Nayef Aguerd,Right Center Back,25.0,52.0,4,5,3,Defender,Tempo Controller,High-Volume Passer,Balanced Defensive Role,71.44,Important Player,"['High passing involvement', 'Strong passing accuracy', 'High carry volume']",['No clear major weakness from selected indicators'],"Progressive Carrier, Tempo Controller, Balanced Role","97.8, 95.8, 62.3",71.44,3,3. Nayef Aguerd | Right Center Back,Tempo Controller | Important Player,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Romain Saïss,Left Center Back,25.0,28.0,3,6,5,Defender,Tempo Controller,High-Volume Passer,Balanced Defensive Role,71.21,Important Player,"['High passing involvement', 'High carry volume']",['No clear major weakness from selected indicators'],"Progressive Carrier, Tempo Controller, Balanced Role","91.9, 89.0, 62.8",71.21,4,4. Romain Saïss | Left Center Back,Tempo Controller | Important Player,75.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Mohamed Chibi,Left Back,28.0,12.0,2,27,6,Defender,Balanced Role,High-Volume Passer,Balanced Defensive Role,57.82,Rotation / Contributor,['High passing involvement'],['No clear major weakness from selected indicators'],"Ball Winner, Tempo Controller, Progressive Carrier","78.0, 70.9, 70.8",57.82,5,5. Mohamed Chibi | Left Back,Balanced Role | Rotation / Contributor,50.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Sofyan Amrabat,Center Defensive Midfield,45.0,40.0,4,4,10,Midfielder,Tempo Controller,High-Volume Passer,Pressing Specialist,76.64,Important Player,"['High passing involvement', 'Strong passing accuracy', 'High carry volume', 'High pressing activity', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Tempo Controller, Progressive Carrier, Pressing Player","91.9, 89.6, 89.0",76.64,6,6. Sofyan Amrabat | Center Defensive Midfield,Tempo Controller | Important Player,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Azzedine Ounahi,Right Center Midfield,60.0,52.0,4,8,12,Midfielder,Box Threat,Finisher / Shot Threat,Balanced Defensive Role,84.95,Key Player,"['High shot volume', 'High passing involvement', 'Strong passing accuracy', 'High carry volume']",['No clear major weakness from selected indicators'],"Progressive Carrier, Tempo Controller, Box Threat","98.7, 90.9, 82.8",84.95,7,7. Azzedine Ounahi | Right Center Midfield,Box Threat | Key Player,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Selim Amallah,Left Center Midfield,60.0,28.0,3,15,14,Midfielder,Balanced Role,Balanced Offensive Role,Balanced Defensive Role,48.08,Low Usage / Limited Impact,['Balanced profile without one dominant strength'],['No clear major weakness from selected indicators'],"Pressing Player, Ball Winner, Balanced Role","79.2, 54.1, 52.2",48.08,8,8. Selim Amallah | Left Center Midfield,Balanced Role | Low Usage / Limited Impact,75.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Hakim Ziyech,Right Midfield,62.0,66.0,3,7,15,Midfielder,Box Threat,Finisher / Shot Threat,Balanced Defensive Role,75.4,Important Player,"['High shot volume', 'High carry volume']",['No clear major weakness from selected indicators'],"Progressive Carrier, Box Threat, Balanced Role","90.9, 87.3, 67.2",75.4,9,9. Hakim Ziyech | Right Midfield,Box Threat | Important Player,75.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Sofiane Boufal,Left Midfield,62.0,14.0,2,17,16,Midfielder,Balanced Role,Finisher / Shot Threat,Balanced Defensive Role,55.33,Rotation / Contributor,['High shot volume'],['No clear major weakness from selected indicators'],"Box Threat, Progressive Carrier, Tempo Controller","78.0, 72.7, 53.3",55.33,10,10. Sofiane Boufal | Left Midfield,Balanced Role | Rotation / Contributor,50.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Youssef En-Nesyri,Center Forward,105.0,40.0,3,19,23,Forward,Box Threat,Finisher / Shot Threat,Pressing Specialist,51.78,Rotation / Contributor,"['Strong xG generation', 'High shot volume', 'High pressing activity']","['Low passing involvement', 'Low carry volume']","Box Threat, Pressing Player, Balanced Role","96.2, 89.3, 58.5",51.78,11,11. Youssef En-Nesyri | Center Forward,Box Threat | Rotation / Contributor,75.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Ernan Alberto Siluane,Goalkeeper,8.0,40.0,1,1,1,Goalkeeper,Goalkeeper,Build-Up Goalkeeper,Goal Prevention,52.43,Rotation / Contributor,['Balanced goalkeeper profile'],['Low clearance activity'],"Tempo Controller, Ball Winner, Progressive Carrier","63.0, 33.4, 32.7",52.43,1,1. Ernan Alberto Siluane | Goalkeeper,Goalkeeper | Rotation / Contributor,50.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Infren David da Conceição Matola,Right Back,28.0,68.0,1,2,2,Defender,Progressive Carrier,High-Volume Passer,Pressing Specialist,79.83,Important Player,"['High passing involvement', 'High carry volume', 'High pressing activity']",['No clear major weakness from selected indicators'],"Progressive Carrier, Pressing Player, Balanced Role","84.0, 83.1, 77.3",79.83,2,2. Infren David da Conceição Matola | Right Back,Progressive Carrier | Important Player,50.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Edson André Sitoe,Right Center Back,25.0,52.0,2,17,3,Defender,Tempo Controller,High-Volume Passer,Balanced Defensive Role,71.22,Important Player,"['High passing involvement', 'Strong passing accuracy', 'High carry volume']",['No clear major weakness from selected indicators'],"Progressive Carrier, Tempo Controller, Ball Winner","93.0, 90.9, 67.7",71.22,3,3. Edson André Sitoe | Right Center Back,Tempo Controller | Important Player,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Edmilson Gabriel Dove,Left Center Back,25.0,28.0,1,8,5,Defender,Tempo Controller,High-Volume Passer,Balanced Defensive Role,62.63,Rotation / Contributor,"['High passing involvement', 'High carry volume']",['No clear major weakness from selected indicators'],"Progressive Carrier, Tempo Controller, Pressing Player","88.9, 78.0, 57.6",62.63,4,4. Edmilson Gabriel Dove | Left Center Back,Tempo Controller | Rotation / Contributor,50.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Reinildo Isnard Mandava,Left Back,28.0,12.0,1,15,6,Defender,Tempo Controller,High-Volume Passer,Ball Winner,74.71,Important Player,"['High passing involvement', 'Strong passing accuracy', 'High carry volume', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Tempo Controller, Progressive Carrier, Ball Winner","84.8, 83.1, 79.9",74.71,5,5. Reinildo Isnard Mandava | Left Back,Tempo Controller | Important Player,50.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Alfons Amade,Left Defensive Midfield,45.0,28.0,1,16,11,Midfielder,Pressing Player,Balanced Offensive Role,Pressing Specialist,76.32,Important Player,['High pressing activity'],['No clear major weakness from selected indicators'],"Pressing Player, Progressive Carrier, Balanced Role","88.1, 77.6, 76.9",76.32,6,6. Alfons Amade | Left Defensive Midfield,Pressing Player | Important Player,50.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Gildo Lourenço Vilanculos,Left Midfield,62.0,14.0,1,18,16,Midfielder,Box Threat,Finisher / Shot Threat,Balanced Defensive Role,37.47,Low Usage / Limited Impact,['High shot volume'],['Limited ball-winning activity'],"Box Threat, Balanced Role, Pressing Player","78.3, 36.6, 33.6",37.47,7,7. Gildo Lourenço Vilanculos | Left Midfield,Box Threat | Low Usage / Limited Impact,50.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Ricardo Martins Guimarães,Center Attacking Midfield,78.0,40.0,1,21,18,Midfielder,Progressive Carrier,Ball Carrier,Pressing Specialist,72.9,Important Player,"['High carry volume', 'High pressing activity', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Pressing Player, Progressive Carrier, Ball Winner","99.6, 83.1, 82.6",72.9,8,8. Ricardo Martins Guimarães | Center Attacking Midfield,Progressive Carrier | Important Player,50.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Geny Cipriano Catamo,Right Wing,88.0,68.0,1,20,20,Forward,Box Threat,Finisher / Shot Threat,Balanced Defensive Role,75.52,Important Player,"['Strong xG generation', 'High shot volume']",['No clear major weakness from selected indicators'],"Box Threat, Pressing Player, Balanced Role","95.8, 79.2, 74.5",75.52,9,9. Geny Cipriano Catamo | Right Wing,Box Threat | Important Player,50.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Witiness Chimoio João Quembo,Left Wing,88.0,12.0,1,19,21,Forward,Box Threat,Finisher / Shot Threat,Balanced Defensive Role,55.36,Rotation / Contributor,['High shot volume'],['No clear major weakness from selected indicators'],"Box Threat, Pressing Player, Balanced Role","80.8, 57.6, 55.2",55.36,10,10. Witiness Chimoio João Quembo | Left Wing,Box Threat | Rotation / Contributor,50.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Pachoio Lau Há King,Center Forward,105.0,40.0,1,9,23,Forward,Balanced Role,Balanced Offensive Role,Balanced Defensive Role,28.26,Low Usage / Limited Impact,['Balanced profile without one dominant strength'],['Low carry volume'],"Box Threat, Balanced Role, Pressing Player","53.1, 28.9, 28.6",28.26,11,11. Pachoio Lau Há King | Center Forward,Balanced Role | Low Usage / Limited Impact,50.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Lloyd Junior Kazapua,Goalkeeper,8.0,40.0,2,1,1,Goalkeeper,Goalkeeper,Build-Up Goalkeeper,Goal Prevention,47.56,Low Usage / Limited Impact,['Active in recoveries'],"['Low passing accuracy', 'Low clearance activity', 'Limited shot-stopping event volume']","Ball Winner, Tempo Controller, Progressive Carrier","87.3, 56.0, 53.6",47.56,1,1. Lloyd Junior Kazapua | Goalkeeper,Goalkeeper | Low Usage / Limited Impact,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Ryan Nyambe,Right Back,28.0,68.0,2,22,2,Defender,Pressing Player,Balanced Offensive Role,Pressing Specialist,52.6,Rotation / Contributor,['High pressing activity'],['No clear major weakness from selected indicators'],"Pressing Player, Ball Winner, Balanced Role","96.4, 66.8, 59.2",52.6,2,2. Ryan Nyambe | Right Back,Pressing Player | Rotation / Contributor,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Kennedy Amutenya,Right Center Back,25.0,52.0,2,12,3,Defender,Box Threat,Finisher / Shot Threat,Defensive Contributor,75.55,Important Player,['High shot volume'],['No clear major weakness from selected indicators'],"Pressing Player, Box Threat, Balanced Role","79.2, 78.1, 77.0",75.55,3,3. Kennedy Amutenya | Right Center Back,Box Threat | Important Player,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Lubeni Haukongo,Left Center Back,25.0,28.0,2,21,5,Defender,Ball Winner,Balanced Offensive Role,Ball Winner,59.84,Rotation / Contributor,['Strong ball-winning activity'],['No clear major weakness from selected indicators'],"Ball Winner, Progressive Carrier, Tempo Controller","85.0, 69.4, 64.1",59.84,4,4. Lubeni Haukongo | Left Center Back,Ball Winner | Rotation / Contributor,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Riaan Hanamub,Left Back,28.0,12.0,2,4,6,Defender,Pressing Player,High-Volume Passer,Pressing Specialist,70.36,Important Player,"['High passing involvement', 'High pressing activity', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Ball Winner, Pressing Player, Progressive Carrier","98.9, 81.7, 76.5",70.36,5,5. Riaan Hanamub | Left Back,Pressing Player | Important Player,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Aprocious Petrus,Center Defensive Midfield,45.0,40.0,2,18,10,Midfielder,Pressing Player,Balanced Offensive Role,Pressing Specialist,68.72,Important Player,"['High pressing activity', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Ball Winner, Pressing Player, Balanced Role","95.7, 91.7, 74.3",68.72,6,6. Aprocious Petrus | Center Defensive Midfield,Pressing Player | Important Player,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Petrus Shitembi,Right Center Midfield,60.0,52.0,2,19,12,Midfielder,Pressing Player,Balanced Offensive Role,Pressing Specialist,67.29,Important Player,"['High pressing activity', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Ball Winner, Pressing Player, Balanced Role","97.6, 91.7, 73.8",67.29,7,7. Petrus Shitembi | Right Center Midfield,Pressing Player | Important Player,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Prins Menelik Tjiueza,Left Center Midfield,60.0,28.0,2,10,14,Midfielder,Pressing Player,Balanced Offensive Role,Pressing Specialist,59.48,Rotation / Contributor,['High pressing activity'],['No clear major weakness from selected indicators'],"Pressing Player, Balanced Role, Progressive Carrier","99.0, 60.1, 54.8",59.48,8,8. Prins Menelik Tjiueza | Left Center Midfield,Pressing Player | Rotation / Contributor,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Absalom Iimbondi,Right Midfield,62.0,66.0,2,11,15,Midfielder,Pressing Player,Finisher / Shot Threat,Pressing Specialist,59.82,Rotation / Contributor,"['Strong xG generation', 'High pressing activity', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Pressing Player, Ball Winner, Balanced Role","89.8, 86.2, 67.4",59.82,9,9. Absalom Iimbondi | Right Midfield,Pressing Player | Rotation / Contributor,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Deon Hotto Kavendji,Left Midfield,62.0,14.0,2,7,16,Midfielder,Box Threat,Finisher / Shot Threat,Ball Winner,74.12,Important Player,"['High shot volume', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Ball Winner, Box Threat, Balanced Role","95.9, 81.6, 74.9",74.12,10,10. Deon Hotto Kavendji | Left Midfield,Box Threat | Important Player,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Peter Shalulile,Center Forward,105.0,40.0,2,13,23,Forward,Box Threat,Finisher / Shot Threat,Pressing Specialist,73.09,Important Player,"['Strong xG generation', 'High shot volume', 'High pressing activity', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Box Threat, Ball Winner, Pressing Player","97.5, 88.2, 81.7",73.09,11,11. Peter Shalulile | Center Forward,Box Threat | Important Player,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Nigeria,Stanley Bobo Nwabali,Goalkeeper,8.0,40.0,3,23,1,Goalkeeper,Goalkeeper,Build-Up Goalkeeper,Goal Prevention,39.82,Low Usage / Limited Impact,['Active in recoveries'],"['Low passing accuracy', 'Low clearance activity', 'Limited shot-stopping event volume']","Ball Winner, Tempo Controller, Balanced Role","60.0, 44.8, 34.1",39.82,1,1. Stanley Bobo Nwabali | Goalkeeper,Goalkeeper | Low Usage / Limited Impact,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Nigeria,Oluwasemilogo Adesewo Ibidapo Ajayi,Right Center Back,25.0,52.0,3,6,3,Defender,Balanced Role,Balanced Offensive Role,Balanced Defensive Role,44.28,Low Usage / Limited Impact,['Balanced profile without one dominant strength'],['No clear major weakness from selected indicators'],"Ball Winner, Tempo Controller, Progressive Carrier","56.4, 54.2, 52.4",44.28,2,2. Oluwasemilogo Adesewo Ibidapo Ajayi | Right Center Back,Balanced Role | Low Usage / Limited Impact,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Nigeria,William Troost-Ekong,Center Back,25.0,40.0,3,5,4,Defender,Box Threat,Finisher / Shot Threat,Balanced Defensive Role,64.23,Rotation / Contributor,"['Strong xG generation', 'High shot volume', 'Strong passing accuracy']",['No clear major weakness from selected indicators'],"Box Threat, Tempo Controller, Ball Winner","96.1, 71.0, 64.4",64.23,3,3. William Troost-Ekong | Center Back,Box Threat | Rotation / Contributor,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Nigeria,Calvin Bassey Ughelumba,Left Center Back,25.0,28.0,3,21,5,Defender,Pressing Player,Balanced Offensive Role,Pressing Specialist,68.31,Important Player,['High pressing activity'],['No clear major weakness from selected indicators'],"Pressing Player, Ball Winner, Balanced Role","80.9, 75.3, 69.5",68.31,4,4. Calvin Bassey Ughelumba | Left Center Back,Pressing Player | Important Player,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Nigeria,Temitayo Olufisayo Olaoluwa Aina,Right Wing Back,38.0,70.0,2,2,7,Defender,Balanced Role,Finisher / Shot Threat,Balanced Defensive Role,66.61,Important Player,['Strong xG generation'],['No clear major weakness from selected indicators'],"Ball Winner, Pressing Player, Balanced Role","77.1, 73.9, 69.0",66.61,5,5. Temitayo Olufisayo Olaoluwa Aina | Right Wing Back,Balanced Role | Important Player,66.67
African Cup of Nations,2023,AFCON,AFCON_2023,Nigeria,Zaidu Sanusi,Left Wing Back,38.0,10.0,2,3,8,Defender,Balanced Role,Balanced Offensive Role,Balanced Defensive Role,61.21,Rotation / Contributor,['Balanced profile without one dominant strength'],['No clear major weakness from selected indicators'],"Ball Winner, Pressing Player, Balanced Role","70.6, 66.6, 64.0",61.21,6,6. Zaidu Sanusi | Left Wing Back,Balanced Role | Rotation / Contributor,66.67
African Cup of Nations,2023,AFCON,AFCON_2023,Nigeria,Frank Onyeka,Right Defensive Midfield,45.0,52.0,3,8,9,Midfielder,Pressing Player,Finisher / Shot Threat,Pressing Specialist,66.95,Important Player,"['High shot volume', 'High pressing activity', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Ball Winner, Pressing Player, Box Threat","95.7, 90.2, 76.5",66.95,7,7. Frank Onyeka | Right Defensive Midfield,Pressing Player | Important Player,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Nigeria,Alex Iwobi,Left Defensive Midfield,45.0,28.0,3,17,11,Midfielder,Balanced Role,Balanced Offensive Role,Balanced Defensive Role,57.0,Rotation / Contributor,['Balanced profile without one dominant strength'],['No clear major weakness from selected indicators'],"Ball Winner, Progressive Carrier, Pressing Player","67.1, 64.4, 61.9",57.0,8,8. Alex Iwobi | Left Defensive Midfield,Balanced Role | Rotation / Contributor,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Nigeria,Samuel Chimerenka Chukwueze,Right Wing,88.0,68.0,2,11,20,Forward,Balanced Role,Balanced Offensive Role,Balanced Defensive Role,42.29,Low Usage / Limited Impact,['Balanced profile without one dominant strength'],['No clear major weakness from selected indicators'],"Box Threat, Pressing Player, Progressive Carrier","56.0, 51.8, 44.4",42.29,9,9. Samuel Chimerenka Chukwueze | Right Wing,Balanced Role | Low Usage / Limited Impact,66.67
African Cup of Nations,2023,AFCON,AFCON_2023,Nigeria,Ademola Lookman,Left Wing,88.0,12.0,3,18,21,Forward,Pressing Player,Balanced Offensive Role,Pressing Specialist,57.62,Rotation / Contributor,['High pressing activity'],['No clear major weakness from selected indicators'],"Pressing Player, Balanced Role, Box Threat","93.0, 57.4, 53.2",57.62,10,10. Ademola Lookman | Left Wing,Pressing Player | Rotation / Contributor,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Nigeria,Victor James Osimhen,Center Forward,105.0,40.0,3,9,23,Forward,Box Threat,Finisher / Shot Threat,Balanced Defensive Role,62.52,Rotation / Contributor,"['Strong xG generation', 'High shot volume']",['No clear major weakness from selected indicators'],"Box Threat, Ball Winner, Pressing Player","91.9, 74.0, 73.9",62.52,11,11. Victor James Osimhen | Center Forward,Box Threat | Rotation / Contributor,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Senegal,Edouard Mendy,Goalkeeper,8.0,40.0,4,16,1,Goalkeeper,Goalkeeper,Build-Up Goalkeeper,Goal Prevention,56.55,Rotation / Contributor,['Active in recoveries'],['Limited shot-stopping event volume'],"Ball Winner, Tempo Controller, Progressive Carrier","68.1, 66.9, 50.0",56.55,1,1. Edouard Mendy | Goalkeeper,Goalkeeper | Rotation / Contributor,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,Senegal,Krépin Diatta,Right Back,28.0,68.0,3,15,2,Defender,Balanced Role,High-Volume Passer,Balanced Defensive Role,71.93,Important Player,['High passing involvement'],['No clear major weakness from selected indicators'],"Pressing Player, Tempo Controller, Progressive Carrier","75.7, 74.5, 73.8",71.93,2,2. Krépin Diatta | Right Back,Balanced Role | Important Player,75.0
